2017 다모아 빅데이터 기관정보 (대전),,,,,,,,,,,
번호,강좌지역,기관유형,기관분류,기관명,주소(도로명),대표전화,홈페이지,상태,비고,,
684,대전광역시 유성구,민간,직업훈련시설,은선꽃예술중앙회,대전광역시 유성구 노은로 144,042-477-8251,http://cafe.daum.net/peskse1/,,,,
685,대전광역시 중구,공공,주민자치기관,은행선화동주민센터,대전광역시 중구 보문로7번길 33,042-254-3001,http://www.djjunggu.go.kr/html/dong/dong_010107.html,,,,
686,대전광역시 중구,공공,도서관,을지대학교 대전캠퍼스 도서관(학술정보원),대전광역시 중구 계룡로1번길 77,042-259-1576,http://lib.eulji.ac.kr/,,,,
687,대전광역시 중구,공공,학교,을지대학교 평생교육원(대전캠퍼스),대전광역시 중구 계룡로 771번길 77,042-259-1515,http://lifelong.eulji.ac.kr/,,,,
688,대전광역시 동구,민간,문화센터,이마트문화센터 대전복합터미널점,대전광역시 동구 동서대로 1689 4층,042-615-1250,http://culture.emart.com/,,이마트 문화센터,,
689,대전광역시 서구,민간,문화센터,이마트문화센터 대전둔산점,대전광역시 서구 둔산북로 41 4층,042-479-1250,,,,,
690,대전광역시 중구,민간,직업훈련시설,이미란플로리스트학원,대전광역시 중구 중앙로130번길 14,042-256-6600,http://www.florist114.net/,,,,
691,대전광역시 중구,민간,직업훈련시설,이손네일아트학원 대전캠퍼스,대전광역시 중구 대종로 소청일번가 509 2층,042-226-4179,http://www.2son.co.kr/,,변경 후-퍼스트뷰티미용학원,,
692,대전광역시 서구,민간,기타,이시경코어댄스학원,대전광역시 서구 둔산로 26 소레드빌딩 603호,042-487-2117,http://www.coredance.co.kr/,,,,
693,대전광역시 중구,민간,기타,이엠사회서비스교육개발원학원,대전광역시 중구 수침로 74 2층,042-525-2488,http://em21c.or.kr/,,180124 폐쇄,,
694,대전광역시 서구,공공,박물관 및 미술관,이응노미술관,대전광역시 서구 둔산대로 157,042-611-9821,http://www.leeungnomuseum.or.kr/,,,,
695,대전광역시 서구,민간,기타,이지어학원,대전광역시 서구 둔산중로 1 홈플러스 탄방점 4층,042-472-2905,http://www.okeg.co.kr/,,,,
696,대전광역시 유성구,민간,교육산업,이투힐평생교육원,대전광역시 유성구 진잠로145번길 4 3층,042-543-8896,http://cafe.naver.com/eattoheal/2136,,,,
697,대전광역시 서구,민간,직업훈련시설,이화푸드조리제빵학원,대전광역시 서구 도산로 376 이화빌딩 3층,042-526-6226,http://www.ewhafood.co.kr/,,,,
698,대전광역시 서구,민간,기타,일암서예학원,대전광역시 서구 만년로18번길 18 2층,042-487-8421,미운영,,180124 폐쇄,,
699,대전광역시 유성구,민간,기타,자밀라댄스아카데미학원,대전광역시 유성구 은구비남로33번길 62 3층,070-8682-9429,http://cafe.daum.net/jamilabelly,,,,
700,대전광역시 동구,공공,주민자치기관,자양동주민센터,대전광역시 동구 백룡로 16,042-259-7411,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,자료없음,
701,대전광역시 유성구,공공,청소년시설,장대청소년문화의집,대전광역시 유성구 유성대로 730번길 51 유성보건소 3층,042-825~6-1321,http://youth.happyyc1318.or.kr/,,,자료없음,
702,대전광역시 대덕구,공공,학교,장동초등학교,대전광역시 대덕구 장동로 223-37,042-623-3004,http://jdes.djsch.kr/main.do,,,자료없음,
703,대전광역시 유성구,민간,직업훈련시설,재테크경매학원,대전광역시 유성구 지족로 374 옥타브상가 B동 4층,042-823-6686,http://www.dnjk.co.kr/,,,,
704,대전광역시 유성구,공공,주민자치기관,전민동주민센터,대전광역시 유성구 유성대로 1719,042-601-6800,https://www.yuseong.go.kr/?page_id=14201,,,자료없음,
705,대전광역시 서구,공공,주민자치기관,정림동주민센터,대전광역시 서구 정림동로 10,042-582-9264,https://www.seogu.go.kr/dong/content.do?mnucd=SGDONG0400017,,주민자체센터_유성구청,o,
706,대전광역시 서구,공공,복지관,정림종합사회복지관,대전광역시 서구 계백로12번길 86,042-584-4451,http://www.jlswc.or.kr/,,대전광역시 서구청,자료없음,
707,대전광역시 유성구,공공,학교,정명학교,대전광역시 유성구 성북로301번길 121-18,042-825-7301,http://www.schooljm.kr/,,180124 폐쇄,x ,
708,대전광역시 중구,민간,직업훈련시설,제이간호학원,대전광역시 중구 중앙로 134-1,042-222-2285,http://www.jnurse.co.kr/,,,,
709,대전광역시 중구,민간,기타,제이에스엘인재개발학원(JSL인재개발학원),대전광역시 중구 계룡로 825 동화빌딩 5층,042-242-4412,http://www.jslhrd.com/,,,,
710,대전광역시 유성구,민간,기타,제일고시학원,대전광역시 유성구 한밭대로 414 캠퍼스힐빌딩 4층,042-823-8001,http://www.okpass.com/,,,,
711,대전광역시 중구,민간,직업훈련시설,제일도배기술학원,대전광역시 중구 계룡로 928 오성빌딩 6층,042-253-4475~6,http://www.xn--hq1bt3nf7ii7o.net/,,,,
712,대전광역시 중구,민간,직업훈련시설,제일정보처리학원,대전광역시 중구 대종로 498 동남빌딩 3층,042-223-1171~2,http://www.jeilinfo.com/,,,,
713,대전광역시 서구,민간,기타,제일홍익학교,대전광역시 서구 둔산로74번길 35 다림빌딩 3층,042-485-0999,http://www.jeil99.com/,,,,
714,대전광역시 서구,민간,직업훈련시설,조쌤전산세무회계학원,대전광역시 서구 둔산로 31번길 10-23 피카소빌딩 7층,042-488-7272,http://www.chossam.co.kr/,,,,
715,대전광역시 중구,공공,복지관,중구종합문화복지관,대전광역시 중구 대흥로 109,042-223-6688,http://lll.djjunggu.go.kr/html/kr/class/class_01_02.html,,180124 폐쇄,x,
716,대전광역시 중구,공공,국가 및 지자체,중구청,대전광역시 중구 중앙로 100,042-606-6114,http://www.djjunggu.go.kr/,,대전광역시 중구청,수집안됨,
717,대전광역시 중구,민간,기타,중도일보평생교육원미래지식교육센터,대전광역시 중구 계룡로 832 중도일보빌딩 2층,042-220-6000,미운영,,180124 폐쇄,,
718,대전광역시 대덕구,공공,주민자치기관,중리동주민센터,대전광역시 대덕구 중리남로 47,042-608-5606,http://www.daedeok.go.kr/dpt/goContents.do?link=/dpt/dpt05/DPT05010402_06&menuId=DPT0501040206,,대전광역시 대덕구청,o,
719,대전광역시 대덕구,공공,복지관,중리종합사회복지관,대전광역시 대덕구 계족로663번길 34,042-628-1476~7,http://www.junglibokji.or.kr/,,,자료없음,
720,대전광역시 대덕구,공공,학교,중리중학교,대전광역시 대덕구 중리동로 85,042-620-3014,http://jungnims.djsch.kr/main.do,,,자료없음,
721,대전광역시 중구,민간,교육산업,중부평생교육원,대전광역시 중구 대종로549번길 8 5층,042-252-7401,미운영,,180124 폐쇄,,
722,대전광역시 중구,민간,직업훈련시설,중앙경찰학원,"대전광역시 중구 중앙로 141 NC백화점11,12층",042-242-9112,http://www.policecenter.co.kr/,,,,
723,대전광역시 중구,민간,직업훈련시설,중앙능력개발원(구 대전직업전문학교),대전광역시 중구 계룡로 775,042-254-2462,http://www.djit21.co.kr/,,,,
724,대전광역시 동구,공공,주민자치기관,중앙동주민센터,대전광역시 동구 대동천우안5길 24,042-259-7201,https://lll.donggu.go.kr,,대전광역시 동구 평생학습과,평생학습과,
725,대전광역시 중구,민간,직업훈련시설,중앙직업전문학교,"대전광역시 중구 중교로 38 2,3층",042-285-8855,http://cafe.daum.net/djjvs,,,,
726,대전광역시 유성구,민간,교육산업,중앙평생교육원,대전광역시 유성구 계룡로60번길 32 해광빌딩 2층,"042-822-1003
042-826-1091",http://jal.egluon.co.kr/,,,,
727,대전광역시 중구,민간,기타,중앙평생교육학원,대전광역시 중구 보문로 276,042-223-1161,http://blog.naver.com/cshwan9900,,,,
728,대전광역시 중구,민간,직업훈련시설,중앙환경직업전문학교,대전광역시 중구 테미로 53-1 정원빌딩 3~5층,042-221-0267,http://www.jaen.or.kr/,,,,
729,대전광역시 대덕구,민간,기타,중원바둑교실,대전광역시 대덕구 중리남로40번길 59,042-625-5309,미운영,,180124 폐쇄,,
730,대전광역시 유성구,공공,학교,중일고등학교,대전광역시 유성구 배울2로 68,042-935-0355~6,http://jungilhs.djsch.kr/main.do,,,자료없음,
731,대전광역시 중구,공공,주민자치기관,중촌동주민센터,대전광역시 중구 대종로 663-7,042-253-4415,http://www.djjunggu.go.kr/html/dong/dong_010307.html,,대전광역시 대덕구청,o,
732,대전광역시 중구,공공,복지관,중촌사회복지관,대전광역시 중구 대전천서로 695,042-221-2577,http://www.jcwelfare.or.kr/,,,수집안됨,
733,대전광역시 중구,민간,기타,지비아카데미학원,대전광역시 중구 중앙로138번길 29 4층,042-488-6662,http://www.gbacademy.co.kr/,,,,
734,대전광역시 서구,민간,직업훈련시설,지앤아이패션스쿨학원(GNI패션스쿨학원),대전광역시 서구 계룡로500번길 10 장원빌딩 302호,070-4249-5997,http://cafe.daum.net/clothingimage,,,,
735,대전광역시 중구,민간,교육산업,지혜의숲평생교육원,대전광역시 중구 동서대로 1347 극동늘푸른아파트 105동 상가 301호,042-222-8118,미운영,,180124 폐쇄,,
736,대전광역시 서구,민간,기타,진수어학원 대전점,"대전광역시 서구 대덕대로195번길 64 카이로스빌딩 2,3층","042-484-9050
042-484-9052",http://www.jinsoo.co.kr/,,,,
737,대전광역시 유성구,공공,도서관,진잠도서관,대전광역시 유성구 진잠로160번길 19,042-601-6590,http://lib.yuseong.go.kr/,,대전광역시 유성구 통합도서관,자료없음,
738,대전광역시 유성구,공공,주민자치기관,진잠동주민센터,대전광역시 유성구 원내로 5,042-601-6650,https://www.yuseong.go.kr/?page_id=14226,,주민자체센터_유성구청,자료없음,
739,대전광역시 유성구,공공,학교,진잠중학교,대전광역시 유성구 진잠로 60-23,042-544-3085,http://jinjamms.djsch.kr/main.do,,도메인주소 같음,자료없음,
740,대전광역시 유성구,공공,학교,진잠초등학교,대전광역시 유성구 진잠로59번길 53 ,042-543-3446,http://jinjames.djsch.kr/main.do,,,자료없음,
741,대전광역시 동구,민간,교육산업,창조아트평생교육원,대전광역시 동구 대전로 320 3층,"1800-9709
010-9100-4444",https://designart153.modoo.at/,,,,
742,대전광역시 서구,민간,직업훈련시설,청건축토목학원,대전광역시 서구 둔산서로 9,042-471-5554,http://www.archidj.com/,,,,
743,대전광역시 유성구,민간,직업훈련시설,청남아키텍건설기술교육원,대전광역시 유성구 유성대로 756, 042-824-2468,http://www.cnaa2010.co.kr/,,180124 폐쇄,,
744,대전광역시 서구,민간,직업훈련시설,청남요양보호사교육원,대전광역시 서구 청사서로 30,042-483-5030,미운영,,180124 폐쇄,,
745,대전광역시 중구,공공,학교,청란여자고등학교,대전광역시 중구 보문로95번길 40,042-253-8845,http://chranhs.djsch.kr/main.do,,,자료없음,
746,대전광역시 중구,공공,학교,청란여자중학교,대전광역시 중구 보문로95번길 40,042-253-6926,http://cheongranms.djsch.kr/main.do,,,자료없음,
747,대전광역시 서구,민간,직업훈련시설,청플라워디자인학원,대전광역시 서구 둔산북로 22 꽃도매상가 3층,042-486-5604,http://www.chungflower.com/,,,,
748,대전광역시 서구,공공,학교,충남고등학교,대전광역시 서구 문정로 171 1동,042-488-8012,http://chungnamhs.djsch.kr/main.do,,,자료없음,
749,대전광역시 중구,공공,학교,충남기계공업고등학교,대전광역시 중구 산성로 154,042-580-2114,http://chungnam-mhhs.djsch.kr/main.do,,,자료없음,
750,대전광역시 유성구,공공,도서관,충남대학교 도서관,대전광역시 유성구 대학로 99,042-821-6021~5,http://library.cnu.ac.kr/,,,자료없음,
751,대전광역시 유성구,공공,여성관련시설,충남대학교 여성새로일하기센터,대전광역시 유성구 대학로 99,"042-821-8004
042-821-8965~6",http://www.cnuwork.com/,,180124 폐쇄,x,
752,대전광역시 유성구,공공,학교,충남대학교 평생교육원,대전광역시 유성구 대학로 99,042-821-5276~7,http://lifelong.cnu.ac.kr/,,,o,
753,대전광역시 유성구,공공,박물관 및 미술관,충남대학교박물관,대전광역시 유성구 대학로 99,042-821-6041,http://museum.cnu.ac.kr/,,,수집안됨,
754,대전광역시 중구,공공,학교,충남여자고등학교,대전광역시 중구 선화로43번길 77,042-229-3100,http://cnghs.djsch.kr/main.do,,,자료없음,
755,대전광역시 중구,공공,학교,충남여자중학교,대전광역시 중구 동서대로 1368,042-253-7616,http://chungnam-gms.djsch.kr/main.do,,,자료없음,
756,대전광역시 중구,민간,직업훈련시설,충남중장비학원,대전광역시 중구 동서대로 1241,042-523-7400,http://www.poclain2.com/,,,,
757,대전광역시 동구,공공,학교,충남중학교,대전광역시 동구 계족로 123,042-273-1697,http://chungnamms.djsch.kr/main.do,,,자료없음,
758,대전광역시 중구,민간,기타,충청성인주부학교,대전광역시 중구 대흥로71번길 20,042-255-0651~2,http://www.caschool.co.kr/,,,,
759,대전광역시 유성구,공공,학교,침례신학대학교 평생교육원,대전광역시 유성구 북유성대로 190,042-828-3221,http://longlife.kbtus.ac.kr/,,,수집안됨,
760,대전광역시 서구,민간,기타,카라스피치커뮤니케이션,대전광역시 서구 둔산서로 59 고운손빌딩 3층,070-8757-0530,http://www.karaspeech.com/,,,,
761,대전광역시 유성구,민간,직업훈련시설,카페트렌넨바리스타학원,대전광역시 유성구 유성대로 799 2층,042-824-5947,http://cafe.naver.com/lovebaristar/,,,,
762,대전광역시 서구,민간,직업훈련시설,커피의전설바리스타학원,대전광역시 서구 관저동로99번길 1,042-546-7771,http://cafe.daum.net/gumibaristar,,,,
763,대전광역시 서구,민간,교육산업,케이에이지이영재교육학술원 대전본원(KAGE영재교육학술원 대전본원),대전광역시 서구 둔산대로 117번길 95,"042-485-1117
042-485-1314
042-485-1814",http://daejeon.kage.co.kr/,,,,
764,대전광역시 서구,민간,사이버학습,케이엔피에듀원격평생교육원,대전광역시 서구 월평북로 95 둔산만년오피스텔 202-1호,010-2050-7553,www.speaknow.co.kr,,,,
765,대전광역시 서구,민간,기타,케이티대전인재개발원(KT대전인재개발원),대전광역시 서구 서구 갈마로 160,"1899-9001
042-530-5050~5051",http://www.kthrd.com/,,,,
